period,genre,subfield,count
1830_1849,journal_or_proceedings_volume,comparative_anatomy_morphology,2
1830_1849,journal_or_proceedings_volume,general_or_unknown,53
1830_1849,journal_or_proceedings_volume,natural_history_ecology_behavior,50
1830_1849,journal_or_proceedings_volume,paleontology,1
1830_1849,journal_or_proceedings_volume,taxonomy_systematics,1
1830_1849,monograph_or_book,comparative_anatomy_morphology,17
1830_1849,monograph_or_book,embryology_development,6
1830_1849,monograph_or_book,evolution_adaptation,31
1830_1849,monograph_or_book,general_or_unknown,64
1830_1849,monograph_or_book,natural_history_ecology_behavior,59
1830_1849,monograph_or_book,paleontology,42
1830_1849,monograph_or_book,physiology,17
1830_1849,monograph_or_book,taxonomy_systematics,59
1830_1849,popular_or_essay,comparative_anatomy_morphology,7
1830_1849,popular_or_essay,embryology_development,1
1830_1849,popular_or_essay,natural_history_ecology_behavior,5
1830_1849,popular_or_essay,taxonomy_systematics,2
1830_1849,textbook_manual,comparative_anatomy_morphology,13
1830_1849,textbook_manual,general_or_unknown,2
1830_1849,textbook_manual,natural_history_ecology_behavior,2
1830_1849,textbook_manual,paleontology,1
1830_1849,textbook_manual,taxonomy_systematics,3
1850_1859,catalogue_list,general_or_unknown,13
1850_1859,catalogue_list,natural_history_ecology_behavior,5
1850_1859,catalogue_list,paleontology,1
1850_1859,catalogue_list,taxonomy_systematics,37
1850_1859,journal_or_proceedings_volume,general_or_unknown,20
1850_1859,journal_or_proceedings_volume,natural_history_ecology_behavior,29
1850_1859,journal_or_proceedings_volume,taxonomy_systematics,2
1850_1859,monograph_or_book,comparative_anatomy_morphology,8
1850_1859,monograph_or_book,embryology_development,3
1850_1859,monograph_or_book,evolution_adaptation,9
1850_1859,monograph_or_book,general_or_unknown,36
1850_1859,monograph_or_book,natural_history_ecology_behavior,25
1850_1859,monograph_or_book,paleontology,25
1850_1859,monograph_or_book,physiology,9
1850_1859,monograph_or_book,taxonomy_systematics,26
1850_1859,popular_or_essay,general_or_unknown,5
1850_1859,popular_or_essay,natural_history_ecology_behavior,4
1850_1859,popular_or_essay,taxonomy_systematics,2
1850_1859,textbook_manual,comparative_anatomy_morphology,2
1850_1859,textbook_manual,general_or_unknown,2
1850_1859,textbook_manual,natural_history_ecology_behavior,2
1850_1859,textbook_manual,taxonomy_systematics,1
1860_1869,catalogue_list,taxonomy_systematics,36
1860_1869,journal_or_proceedings_volume,general_or_unknown,35
1860_1869,journal_or_proceedings_volume,natural_history_ecology_behavior,44
1860_1869,journal_or_proceedings_volume,paleontology,1
1860_1869,monograph_or_book,comparative_anatomy_morphology,7
1860_1869,monograph_or_book,embryology_development,5
1860_1869,monograph_or_book,evolution_adaptation,9
1860_1869,monograph_or_book,general_or_unknown,64
1860_1869,monograph_or_book,natural_history_ecology_behavior,51
1860_1869,monograph_or_book,paleontology,17
1860_1869,monograph_or_book,physiology,2
1860_1869,monograph_or_book,taxonomy_systematics,22
1860_1869,popular_or_essay,general_or_unknown,9
1860_1869,popular_or_essay,natural_history_ecology_behavior,5
1860_1869,textbook_manual,natural_history_ecology_behavior,5
1860_1869,textbook_manual,taxonomy_systematics,7
1870_1879,catalogue_list,general_or_unknown,2
1870_1879,catalogue_list,paleontology,5
1870_1879,catalogue_list,taxonomy_systematics,30
1870_1879,journal_or_proceedings_volume,general_or_unknown,108
1870_1879,journal_or_proceedings_volume,natural_history_ecology_behavior,55
1870_1879,journal_or_proceedings_volume,paleontology,4
1870_1879,journal_or_proceedings_volume,taxonomy_systematics,1
1870_1879,monograph_or_book,comparative_anatomy_morphology,13
1870_1879,monograph_or_book,embryology_development,5
1870_1879,monograph_or_book,evolution_adaptation,20
1870_1879,monograph_or_book,general_or_unknown,129
1870_1879,monograph_or_book,natural_history_ecology_behavior,42
1870_1879,monograph_or_book,paleontology,66
1870_1879,monograph_or_book,physiology,2
1870_1879,monograph_or_book,taxonomy_systematics,34
1870_1879,popular_or_essay,comparative_anatomy_morphology,1
1870_1879,popular_or_essay,embryology_development,1
1870_1879,popular_or_essay,evolution_adaptation,1
1870_1879,popular_or_essay,general_or_unknown,5
1870_1879,textbook_manual,comparative_anatomy_morphology,4
1870_1879,textbook_manual,general_or_unknown,5
1870_1879,textbook_manual,natural_history_ecology_behavior,2
1870_1879,textbook_manual,taxonomy_systematics,5
1880_1889,catalogue_list,evolution_adaptation,1
1880_1889,catalogue_list,general_or_unknown,1
1880_1889,catalogue_list,natural_history_ecology_behavior,1
1880_1889,catalogue_list,paleontology,9
1880_1889,catalogue_list,taxonomy_systematics,36
1880_1889,journal_or_proceedings_volume,general_or_unknown,41
1880_1889,journal_or_proceedings_volume,natural_history_ecology_behavior,53
1880_1889,journal_or_proceedings_volume,paleontology,16
1880_1889,journal_or_proceedings_volume,physiology,1
1880_1889,monograph_or_book,comparative_anatomy_morphology,17
1880_1889,monograph_or_book,embryology_development,12
1880_1889,monograph_or_book,evolution_adaptation,12
1880_1889,monograph_or_book,general_or_unknown,305
1880_1889,monograph_or_book,natural_history_ecology_behavior,90
1880_1889,monograph_or_book,paleontology,54
1880_1889,monograph_or_book,physiology,7
1880_1889,monograph_or_book,taxonomy_systematics,39
1880_1889,popular_or_essay,comparative_anatomy_morphology,3
1880_1889,popular_or_essay,evolution_adaptation,1
1880_1889,popular_or_essay,general_or_unknown,4
1880_1889,popular_or_essay,natural_history_ecology_behavior,6
1880_1889,popular_or_essay,paleontology,1
1880_1889,textbook_manual,comparative_anatomy_morphology,5
1880_1889,textbook_manual,embryology_development,1
1880_1889,textbook_manual,general_or_unknown,19
1880_1889,textbook_manual,natural_history_ecology_behavior,1
1880_1889,textbook_manual,taxonomy_systematics,19
1890_1899,catalogue_list,general_or_unknown,2
1890_1899,catalogue_list,natural_history_ecology_behavior,2
1890_1899,catalogue_list,paleontology,2
1890_1899,catalogue_list,taxonomy_systematics,22
1890_1899,journal_or_proceedings_volume,general_or_unknown,52
1890_1899,journal_or_proceedings_volume,natural_history_ecology_behavior,49
1890_1899,journal_or_proceedings_volume,paleontology,22
1890_1899,journal_or_proceedings_volume,physiology,5
1890_1899,monograph_or_book,comparative_anatomy_morphology,24
1890_1899,monograph_or_book,embryology_development,21
1890_1899,monograph_or_book,evolution_adaptation,19
1890_1899,monograph_or_book,general_or_unknown,328
1890_1899,monograph_or_book,natural_history_ecology_behavior,132
1890_1899,monograph_or_book,paleontology,53
1890_1899,monograph_or_book,physiology,3
1890_1899,monograph_or_book,taxonomy_systematics,37
1890_1899,popular_or_essay,evolution_adaptation,7
1890_1899,popular_or_essay,general_or_unknown,4
1890_1899,popular_or_essay,natural_history_ecology_behavior,8
1890_1899,popular_or_essay,paleontology,3
1890_1899,popular_or_essay,taxonomy_systematics,1
1890_1899,textbook_manual,comparative_anatomy_morphology,7
1890_1899,textbook_manual,embryology_development,8
1890_1899,textbook_manual,general_or_unknown,18
1890_1899,textbook_manual,paleontology,1
1890_1899,textbook_manual,physiology,2
1890_1899,textbook_manual,taxonomy_systematics,20
1900_1909,catalogue_list,general_or_unknown,1
1900_1909,catalogue_list,natural_history_ecology_behavior,2
1900_1909,catalogue_list,paleontology,2
1900_1909,catalogue_list,taxonomy_systematics,34
1900_1909,journal_or_proceedings_volume,general_or_unknown,111
1900_1909,journal_or_proceedings_volume,natural_history_ecology_behavior,29
1900_1909,journal_or_proceedings_volume,paleontology,19
1900_1909,journal_or_proceedings_volume,taxonomy_systematics,1
1900_1909,monograph_or_book,comparative_anatomy_morphology,21
1900_1909,monograph_or_book,embryology_development,16
1900_1909,monograph_or_book,evolution_adaptation,39
1900_1909,monograph_or_book,general_or_unknown,264
1900_1909,monograph_or_book,natural_history_ecology_behavior,159
1900_1909,monograph_or_book,paleontology,58
1900_1909,monograph_or_book,physiology,6
1900_1909,monograph_or_book,taxonomy_systematics,56
1900_1909,popular_or_essay,evolution_adaptation,6
1900_1909,popular_or_essay,general_or_unknown,2
1900_1909,popular_or_essay,natural_history_ecology_behavior,3
1900_1909,popular_or_essay,taxonomy_systematics,3
1900_1909,textbook_manual,comparative_anatomy_morphology,2
1900_1909,textbook_manual,embryology_development,3
1900_1909,textbook_manual,general_or_unknown,17
1900_1909,textbook_manual,natural_history_ecology_behavior,8
1900_1909,textbook_manual,paleontology,2
1900_1909,textbook_manual,taxonomy_systematics,9
1910_1919,catalogue_list,general_or_unknown,1
1910_1919,catalogue_list,taxonomy_systematics,40
1910_1919,journal_or_proceedings_volume,general_or_unknown,119
1910_1919,journal_or_proceedings_volume,natural_history_ecology_behavior,41
1910_1919,journal_or_proceedings_volume,paleontology,12
1910_1919,monograph_or_book,comparative_anatomy_morphology,31
1910_1919,monograph_or_book,embryology_development,6
1910_1919,monograph_or_book,evolution_adaptation,34
1910_1919,monograph_or_book,general_or_unknown,257
1910_1919,monograph_or_book,natural_history_ecology_behavior,89
1910_1919,monograph_or_book,paleontology,49
1910_1919,monograph_or_book,physiology,15
1910_1919,monograph_or_book,taxonomy_systematics,55
1910_1919,popular_or_essay,embryology_development,1
1910_1919,popular_or_essay,evolution_adaptation,1
1910_1919,popular_or_essay,general_or_unknown,2
1910_1919,popular_or_essay,natural_history_ecology_behavior,1
1910_1919,popular_or_essay,paleontology,1
1910_1919,textbook_manual,comparative_anatomy_morphology,2
1910_1919,textbook_manual,embryology_development,7
1910_1919,textbook_manual,general_or_unknown,17
1910_1919,textbook_manual,natural_history_ecology_behavior,1
1910_1919,textbook_manual,paleontology,2
1910_1919,textbook_manual,physiology,2
1910_1919,textbook_manual,taxonomy_systematics,9
1920_1929,catalogue_list,general_or_unknown,1
1920_1929,catalogue_list,natural_history_ecology_behavior,2
1920_1929,catalogue_list,taxonomy_systematics,11
1920_1929,journal_or_proceedings_volume,general_or_unknown,129
1920_1929,journal_or_proceedings_volume,natural_history_ecology_behavior,14
1920_1929,journal_or_proceedings_volume,paleontology,11
1920_1929,monograph_or_book,comparative_anatomy_morphology,10
1920_1929,monograph_or_book,embryology_development,5
1920_1929,monograph_or_book,evolution_adaptation,19
1920_1929,monograph_or_book,general_or_unknown,85
1920_1929,monograph_or_book,natural_history_ecology_behavior,35
1920_1929,monograph_or_book,paleontology,26
1920_1929,monograph_or_book,physiology,2
1920_1929,monograph_or_book,taxonomy_systematics,10
1920_1929,popular_or_essay,evolution_adaptation,3
1920_1929,popular_or_essay,general_or_unknown,1
1920_1929,textbook_manual,comparative_anatomy_morphology,3
1920_1929,textbook_manual,general_or_unknown,9
1920_1929,textbook_manual,paleontology,1
1920_1929,textbook_manual,taxonomy_systematics,2
1930_1939,catalogue_list,general_or_unknown,1
1930_1939,catalogue_list,taxonomy_systematics,8
1930_1939,journal_or_proceedings_volume,general_or_unknown,139
1930_1939,journal_or_proceedings_volume,paleontology,4
1930_1939,monograph_or_book,general_or_unknown,48
1930_1939,monograph_or_book,natural_history_ecology_behavior,3
1930_1939,monograph_or_book,paleontology,5
1930_1939,monograph_or_book,taxonomy_systematics,9
1940_1949,catalogue_list,taxonomy_systematics,8
1940_1949,journal_or_proceedings_volume,general_or_unknown,43
1940_1949,journal_or_proceedings_volume,paleontology,2
1940_1949,monograph_or_book,comparative_anatomy_morphology,2
1940_1949,monograph_or_book,embryology_development,1
1940_1949,monograph_or_book,general_or_unknown,38
1940_1949,monograph_or_book,paleontology,7
1940_1949,monograph_or_book,taxonomy_systematics,15
1950_plus,catalogue_list,taxonomy_systematics,1
1950_plus,journal_or_proceedings_volume,general_or_unknown,15
1950_plus,journal_or_proceedings_volume,natural_history_ecology_behavior,40
1950_plus,journal_or_proceedings_volume,paleontology,1
1950_plus,monograph_or_book,comparative_anatomy_morphology,2
1950_plus,monograph_or_book,embryology_development,32
1950_plus,monograph_or_book,evolution_adaptation,6
1950_plus,monograph_or_book,general_or_unknown,128
1950_plus,monograph_or_book,natural_history_ecology_behavior,44
1950_plus,monograph_or_book,paleontology,13
1950_plus,monograph_or_book,physiology,1
1950_plus,monograph_or_book,taxonomy_systematics,23
pre_1700,catalogue_list,taxonomy_systematics,1
pre_1700,monograph_or_book,general_or_unknown,1
pre_1700,monograph_or_book,natural_history_ecology_behavior,2
pre_1700,monograph_or_book,taxonomy_systematics,2
unknown,monograph_or_book,comparative_anatomy_morphology,1
unknown,monograph_or_book,general_or_unknown,2
unknown,monograph_or_book,natural_history_ecology_behavior,1
